year,variable,raw_column,rows,missing_pct,answers
2019,heart_disease,derived,418268,1.0,No: 91.1%; Yes: 8.9%
2020,state,_STATE,401958,0.0,
2020,weight,_LLCPWT,401958,0.0,
2020,heart_attack,CVDINFR4,401958,0.5,No: 94.5%; Yes: 5.5%
2020,coronary_heart_disease,CVDCRHD4,401958,0.8,No: 94.3%; Yes: 5.7%
2020,stroke,CVDSTRK3,401958,0.3,No: 96.1%; Yes: 3.9%
2020,high_blood_pressure,not asked,401958,100.0,
2020,high_cholesterol,not asked,401958,100.0,
2020,diabetes,DIABETE4,401958,0.2,No: 84.0%; Yes: 13.0%; Borderline: 2.1%; Pregnancy only: 0.8%
2020,smoked_100,SMOKE100,401958,5.1,No: 58.9%; Yes: 41.1%
2020,heavy_drinker,_RFDRHV7,401958,7.6,No: 93.5%; Yes: 6.5%
2020,exercise,EXERANY2,401958,0.2,Yes: 76.2%; No: 23.8%
2020,bmi,_BMI5,401958,10.3,"median 27.3, min 12.0, max 98.4"
2020,sleep_hours,SLEPTIM1,401958,1.2,"median 7.0, min 1.0, max 24.0"
2020,age_group,_AGEG5YR,401958,2.1,65-69: 10.6%; 60-64: 10.5%; 70-74: 9.6%; 55-59: 9.2%; 80 or older: 8.0%; 50-54: 7.9%; 75-79: 6.8%; 45-49: 6.7%; 40-44: 6.5%; 18-24: 6.5%; 35-39: 6.5%; 30-34: 5.9%; 25-29: 5.3%
2020,sex,SEXVAR,401958,0.0,Female: 54.2%; Male: 45.8%
2020,race,_IMPRACE,401958,0.0,White: 75.6%; Hispanic: 9.1%; Black: 7.6%; Other: 3.5%; Asian: 2.5%; American Indian/Alaska Native: 1.7%
2020,gen_health,GENHLTH,401958,0.2,Very good: 34.4%; Good: 29.8%; Excellent: 20.4%; Fair: 11.5%; Poor: 3.9%
2020,phys_days,PHYSHLTH,401958,2.2,"median 0.0, min 0.0, max 30.0"
2020,ment_days,MENTHLTH,401958,2.0,"median 0.0, min 0.0, max 30.0"
2020,diff_walking,DIFFWALK,401958,4.2,No: 85.1%; Yes: 14.9%
2020,asthma,ASTHMA3,401958,0.3,No: 86.5%; Yes: 13.5%
2020,kidney_disease,CHCKDNY2,401958,0.4,No: 96.3%; Yes: 3.7%
2020,copd,CHCCOPD2,401958,0.5,No: 92.1%; Yes: 7.9%
2020,depression,ADDEPEV3,401958,0.5,No: 81.0%; Yes: 19.0%
2020,arthritis,HAVARTH4,401958,0.6,No: 68.9%; Yes: 31.1%
2020,income,INCOME2,401958,19.9,75k+: 36.9%; 50-75k: 16.3%; 35-50k: 13.6%; 25-35k: 9.8%; 20-25k: 8.6%; 15-20k: 6.5%; 10-15k: 4.3%; <10k: 4.0%
2020,education,EDUCA,401958,0.5,College graduate: 38.8%; Some college: 27.8%; High school: 26.8%; Less than high school: 6.6%
2020,last_checkup,CHECKUP1,401958,1.3,Within 1 year: 78.4%; 1-2 years: 11.4%; 2-5 years: 5.2%; 5+ years: 4.5%; Never: 0.5%
2020,cost_barrier,MEDCOST,401958,0.3,No: 91.4%; Yes: 8.6%
2020,heart_disease,derived,401958,0.9,No: 91.4%; Yes: 8.6%
2021,state,_STATE,438693,0.0,
2021,weight,_LLCPWT,438693,0.0,
2021,heart_attack,CVDINFR4,438693,0.6,No: 94.8%; Yes: 5.2%
2021,coronary_heart_disease,CVDCRHD4,438693,1.0,No: 94.7%; Yes: 5.3%
2021,stroke,CVDSTRK3,438693,0.3,No: 96.1%; Yes: 3.9%
2021,high_blood_pressure,BPHIGH6,438693,0.4,No: 58.7%; Yes: 39.4%; Borderline: 1.0%; Pregnancy only: 0.8%
2021,high_cholesterol,TOLDHI3,438693,7.4,No: 55.4%; Yes: 36.9%; Never checked: 7.7%
2021,diabetes,DIABETE4,438693,0.2,No: 83.7%; Yes: 13.2%; Borderline: 2.3%; Pregnancy only: 0.9%
2021,smoked_100,SMOKE100,438693,5.6,No: 59.5%; Yes: 40.5%
2021,heavy_drinker,_RFDRHV7,438693,8.0,No: 94.1%; Yes: 5.9%
2021,exercise,EXERANY2,438693,0.2,Yes: 75.6%; No: 24.4%
2021,bmi,_BMI5,438693,10.7,"median 27.4, min 12.0, max 99.3"
2021,sleep_hours,not asked,438693,100.0,
2021,age_group,_AGEG5YR,438693,2.2,65-69: 10.7%; 60-64: 10.3%; 70-74: 10.0%; 55-59: 8.9%; 80 or older: 8.0%; 50-54: 7.9%; 75-79: 6.9%; 40-44: 6.9%; 35-39: 6.7%; 45-49: 6.6%; 18-24: 6.1%; 30-34: 6.0%; 25-29: 5.0%
2021,sex,SEXVAR,438693,0.0,Female: 53.5%; Male: 46.5%
2021,race,_IMPRACE,438693,0.0,White: 75.7%; Hispanic: 8.8%; Black: 7.6%; Other: 3.6%; Asian: 2.6%; American Indian/Alaska Native: 1.7%
2021,gen_health,GENHLTH,438693,0.3,Very good: 34.1%; Good: 31.5%; Excellent: 17.8%; Fair: 12.5%; Poor: 4.1%
2021,phys_days,PHYSHLTH,438693,2.2,"median 0.0, min 0.0, max 30.0"
2021,ment_days,MENTHLTH,438693,1.8,"median 0.0, min 0.0, max 30.0"
2021,diff_walking,DIFFWALK,438693,4.5,No: 83.9%; Yes: 16.1%
2021,asthma,ASTHMA3,438693,0.4,No: 85.9%; Yes: 14.1%
2021,kidney_disease,CHCKDNY2,438693,0.4,No: 96.1%; Yes: 3.9%
2021,copd,CHCCOPD3,438693,0.5,No: 92.2%; Yes: 7.8%
2021,depression,ADDEPEV3,438693,0.6,No: 80.4%; Yes: 19.6%
2021,arthritis,HAVARTH5,438693,0.7,No: 67.3%; Yes: 32.7%
2021,income,INCOME3,438693,21.5,75k+: 39.0%; 50-75k: 17.3%; 35-50k: 14.0%; 25-35k: 12.7%; 20-25k: 6.1%; 15-20k: 4.3%; 10-15k: 3.3%; <10k: 3.2%
2021,education,EDUCA,438693,0.6,College graduate: 40.9%; Some college: 27.5%; High school: 25.6%; Less than high school: 6.0%
2021,last_checkup,CHECKUP1,438693,1.3,Within 1 year: 77.9%; 1-2 years: 11.8%; 2-5 years: 5.4%; 5+ years: 4.3%; Never: 0.5%
2021,cost_barrier,MEDCOST1,438693,0.3,No: 92.5%; Yes: 7.5%
2021,heart_disease,derived,438693,1.1,No: 91.9%; Yes: 8.1%
2022,state,_STATE,445132,0.0,
2022,weight,_LLCPWT,445132,0.0,
2022,heart_attack,CVDINFR4,445132,0.7,No: 94.3%; Yes: 5.7%
2022,coronary_heart_disease,CVDCRHD4,445132,1.0,No: 94.0%; Yes: 6.0%
2022,stroke,CVDSTRK3,445132,0.3,No: 95.7%; Yes: 4.3%
2022,high_blood_pressure,not asked,445132,100.0,
2022,high_cholesterol,not asked,445132,100.0,
2022,diabetes,DIABETE4,445132,0.2,No: 83.0%; Yes: 13.8%; Borderline: 2.3%; Pregnancy only: 0.9%
2022,smoked_100,SMOKE100,445132,7.9,No: 60.0%; Yes: 40.0%
2022,heavy_drinker,_RFDRHV8,445132,11.2,No: 93.3%; Yes: 6.7%
2022,exercise,EXERANY2,445132,0.2,Yes: 76.0%; No: 24.0%
2022,bmi,_BMI5,445132,11.0,"median 27.4, min 12.0, max 99.6"
2022,sleep_hours,SLEPTIM1,445132,1.2,"median 7.0, min 1.0, max 24.0"
2022,age_group,_AGEG5YR,445132,2.0,65-69: 10.8%; 60-64: 10.2%; 70-74: 10.0%; 55-59: 8.4%; 80 or older: 8.3%; 50-54: 7.7%; 75-79: 7.5%; 40-44: 6.9%; 45-49: 6.5%; 35-39: 6.5%; 18-24: 6.2%; 30-34: 5.9%; 25-29: 5.0%
2022,sex,SEXVAR,445132,0.0,Female: 53.0%; Male: 47.0%
2022,race,_IMPRACE,445132,0.0,White: 74.9%; Hispanic: 9.7%; Black: 8.1%; Asian: 3.0%; Other: 2.7%; American Indian/Alaska Native: 1.6%
2022,gen_health,GENHLTH,445132,0.3,Very good: 33.4%; Good: 32.3%; Excellent: 16.2%; Fair: 13.6%; Poor: 4.4%
2022,phys_days,PHYSHLTH,445132,2.5,"median 0.0, min 0.0, max 30.0"
2022,ment_days,MENTHLTH,445132,2.0,"median 0.0, min 0.0, max 30.0"
2022,diff_walking,DIFFWALK,445132,5.4,No: 83.8%; Yes: 16.2%
2022,asthma,ASTHMA3,445132,0.4,No: 85.0%; Yes: 15.0%
2022,kidney_disease,CHCKDNY2,445132,0.4,No: 95.4%; Yes: 4.6%
2022,copd,CHCCOPD3,445132,0.5,No: 91.9%; Yes: 8.1%
2022,depression,ADDEPEV3,445132,0.6,No: 79.3%; Yes: 20.7%
2022,arthritis,HAVARTH4,445132,0.6,No: 65.8%; Yes: 34.2%
2022,income,INCOME3,445132,21.6,75k+: 41.5%; 50-75k: 16.9%; 35-50k: 13.4%; 25-35k: 12.1%; 20-25k: 5.8%; 15-20k: 4.1%; 10-15k: 3.2%; <10k: 3.0%
2022,education,EDUCA,445132,0.5,College graduate: 42.3%; Some college: 27.2%; High school: 24.6%; Less than high school: 5.9%
2022,last_checkup,CHECKUP1,445132,1.3,Within 1 year: 79.9%; 1-2 years: 9.5%; 2-5 years: 5.7%; 5+ years: 4.3%; Never: 0.6%
2022,cost_barrier,MEDCOST1,445132,0.4,No: 91.6%; Yes: 8.4%
2022,heart_disease,derived,445132,1.1,No: 91.0%; Yes: 9.0%
2023,state,_STATE,433323,0.0,
2023,weight,_LLCPWT,433323,0.0,
2023,heart_attack,CVDINFR4,433323,0.6,No: 94.6%; Yes: 5.4%
2023,coronary_heart_disease,CVDCRHD4,433323,1.0,No: 94.5%; Yes: 5.5%
2023,stroke,CVDSTRK3,433323,0.3,No: 95.8%; Yes: 4.2%
2023,high_blood_pressure,BPHIGH6,433323,0.4,No: 57.5%; Yes: 40.8%; Borderline: 0.9%; Pregnancy only: 0.8%
2023,high_cholesterol,TOLDHI3,433323,6.9,No: 54.3%; Yes: 39.4%; Never checked: 6.3%
2023,diabetes,DIABETE4,433323,0.2,No: 83.0%; Yes: 13.8%; Borderline: 2.5%; Pregnancy only: 0.8%
2023,smoked_100,SMOKE100,433323,5.2,No: 61.3%; Yes: 38.7%
2023,heavy_drinker,_RFDRHV8,433323,7.6,No: 94.1%; Yes: 5.9%
2023,exercise,EXERANY2,433323,0.3,Yes: 75.3%; No: 24.7%
2023,bmi,_BMI5,433323,9.4,"median 27.4, min 12.0, max 99.8"
2023,sleep_hours,not asked,433323,100.0,
2023,age_group,_AGEG5YR,433323,1.8,65-69: 10.8%; 70-74: 10.2%; 60-64: 9.9%; 80 or older: 9.1%; 75-79: 8.1%; 55-59: 8.0%; 50-54: 7.4%; 40-44: 6.7%; 35-39: 6.4%; 45-49: 6.4%; 18-24: 6.2%; 30-34: 5.8%; 25-29: 5.0%
2023,sex,SEXVAR,433323,0.0,Female: 53.0%; Male: 47.0%
2023,race,_IMPRACE,433323,0.0,White: 74.1%; Hispanic: 10.0%; Black: 7.7%; Other: 3.7%; Asian: 2.8%; American Indian/Alaska Native: 1.6%
2023,gen_health,GENHLTH,433323,0.3,Good: 33.4%; Very good: 32.9%; Excellent: 14.7%; Fair: 14.3%; Poor: 4.7%
2023,phys_days,PHYSHLTH,433323,2.5,"median 0.0, min 0.0, max 30.0"
2023,ment_days,MENTHLTH,433323,1.9,"median 0.0, min 0.0, max 30.0"
2023,diff_walking,DIFFWALK,433323,4.1,No: 83.9%; Yes: 16.1%
2023,asthma,ASTHMA3,433323,0.4,No: 85.1%; Yes: 14.9%
2023,kidney_disease,CHCKDNY2,433323,0.4,No: 95.2%; Yes: 4.8%
2023,copd,CHCCOPD3,433323,0.5,No: 92.3%; Yes: 7.7%
2023,depression,ADDEPEV3,433323,0.6,No: 79.5%; Yes: 20.5%
2023,arthritis,HAVARTH4,433323,0.6,No: 66.9%; Yes: 33.1%
2023,income,INCOME3,433323,20.0,75k+: 44.0%; 50-75k: 16.7%; 35-50k: 13.7%; 25-35k: 11.1%; 20-25k: 5.3%; 15-20k: 3.7%; 10-15k: 2.9%; <10k: 2.7%
2023,education,EDUCA,433323,0.5,College graduate: 42.9%; Some college: 26.5%; High school: 24.7%; Less than high school: 5.8%
2023,last_checkup,CHECKUP1,433323,1.3,Within 1 year: 81.4%; 1-2 years: 8.9%; 2-5 years: 4.9%; 5+ years: 4.1%; Never: 0.6%
2023,cost_barrier,MEDCOST1,433323,0.4,No: 91.4%; Yes: 8.6%
2023,heart_disease,derived,433323,1.1,No: 91.5%; Yes: 8.5%
2024,state,_STATE,457670,0.0,
2024,weight,_LLCPWT,457670,0.0,
2024,heart_attack,CVDINFR4,457670,0.7,No: 94.1%; Yes: 5.9%
2024,coronary_heart_disease,CVDCRHD4,457670,1.0,No: 93.7%; Yes: 6.3%
2024,stroke,CVDSTRK3,457670,0.3,No: 95.5%; Yes: 4.5%
2024,high_blood_pressure,not asked,457670,100.0,
2024,high_cholesterol,not asked,457670,100.0,
2024,diabetes,DIABETE4,457670,0.2,No: 82.4%; Yes: 14.4%; Borderline: 2.5%; Pregnancy only: 0.7%
2024,smoked_100,SMOKE100,457670,6.9,No: 60.8%; Yes: 39.2%
2024,heavy_drinker,_RFDRHV9,457670,10.2,No: 94.1%; Yes: 5.9%
2024,exercise,EXERANY2,457670,0.3,Yes: 76.7%; No: 23.3%
2024,bmi,_BMI5,457670,9.4,"median 27.4, min 12.0, max 99.8"
2024,sleep_hours,not asked,457670,100.0,
2024,age_group,_AGEG5YR,457670,1.8,65-69: 10.6%; 70-74: 10.0%; 60-64: 9.7%; 80 or older: 9.3%; 75-79: 8.2%; 55-59: 7.8%; 50-54: 7.1%; 40-44: 6.9%; 18-24: 6.6%; 45-49: 6.4%; 35-39: 6.4%; 30-34: 5.8%; 25-29: 5.3%
2024,sex,SEXVAR,457670,0.0,Female: 52.5%; Male: 47.5%
2024,race,_IMPRACE,457670,0.0,White: 73.6%; Hispanic: 10.7%; Black: 7.8%; Other: 3.7%; Asian: 2.8%; American Indian/Alaska Native: 1.4%
2024,gen_health,GENHLTH,457670,0.3,Good: 34.2%; Very good: 31.9%; Fair: 14.9%; Excellent: 14.1%; Poor: 4.9%
2024,phys_days,PHYSHLTH,457670,2.4,"median 0.0, min 0.0, max 30.0"
2024,ment_days,MENTHLTH,457670,1.8,"median 0.0, min 0.0, max 30.0"
2024,diff_walking,DIFFWALK,457670,4.5,No: 83.7%; Yes: 16.3%
2024,asthma,ASTHMA3,457670,0.4,No: 84.2%; Yes: 15.8%
2024,kidney_disease,CHCKDNY2,457670,0.4,No: 94.8%; Yes: 5.2%
2024,copd,CHCCOPD3,457670,0.5,No: 91.9%; Yes: 8.1%
2024,depression,ADDEPEV3,457670,0.6,No: 78.9%; Yes: 21.1%
2024,arthritis,HAVARTH4,457670,0.6,No: 65.2%; Yes: 34.8%
2024,income,INCOME3,457670,19.1,75k+: 44.3%; 50-75k: 16.4%; 35-50k: 13.4%; 25-35k: 11.3%; 20-25k: 5.4%; 15-20k: 3.7%; 10-15k: 2.8%; <10k: 2.8%
2024,education,EDUCA,457670,0.5,College graduate: 42.1%; Some college: 26.5%; High school: 25.5%; Less than high school: 6.0%
2024,last_checkup,CHECKUP1,457670,1.2,Within 1 year: 81.8%; 1-2 years: 8.8%; 2-5 years: 4.7%; 5+ years: 4.1%; Never: 0.6%
2024,cost_barrier,MEDCOST1,457670,0.4,No: 90.5%; Yes: 9.5%
2024,heart_disease,derived,457670,1.1,No: 90.6%; Yes: 9.4%
2025,state,_STATE,356158,0.0,
2025,weight,_LLCPWT,356158,0.0,
2025,heart_attack,CVDINFR4,356158,0.6,No: 94.3%; Yes: 5.7%
2025,coronary_heart_disease,CVDCRHD4,356158,1.0,No: 94.1%; Yes: 5.9%
2025,stroke,CVDSTRK3,356158,0.3,No: 95.4%; Yes: 4.6%
2025,high_blood_pressure,BPHIGH6,356158,1.2,No: 56.5%; Yes: 41.8%; Borderline: 0.9%; Pregnancy only: 0.8%
2025,high_cholesterol,TOLDHI3,356158,7.3,No: 53.4%; Yes: 40.8%; Never checked: 5.7%
2025,diabetes,DIABETE4,356158,0.2,No: 81.8%; Yes: 14.6%; Borderline: 2.9%; Pregnancy only: 0.8%
2025,smoked_100,SMOKE100,356158,5.7,No: 61.0%; Yes: 39.0%
2025,heavy_drinker,_RFDRHV9,356158,8.1,No: 95.0%; Yes: 5.0%
2025,exercise,EXERANY2,356158,0.3,Yes: 76.8%; No: 23.2%
2025,bmi,_BMI5,356158,9.1,"median 27.4, min 12.0, max 98.4"
2025,sleep_hours,SLEPTIM1,356158,7.7,"median 7.0, min 1.0, max 24.0"
2025,age_group,_AGEG5YR,356158,1.9,65-69: 10.6%; 80 or older: 10.6%; 70-74: 10.2%; 60-64: 9.3%; 75-79: 8.9%; 55-59: 7.4%; 18-24: 6.6%; 50-54: 6.6%; 40-44: 6.6%; 45-49: 6.3%; 35-39: 6.1%; 30-34: 5.5%; 25-29: 5.2%
2025,sex,SEXVAR,356158,0.0,Female: 52.7%; Male: 47.3%
2025,race,_IMPRACE,356158,0.0,White: 74.5%; Hispanic: 9.9%; Black: 7.4%; Other: 4.0%; Asian: 2.8%; American Indian/Alaska Native: 1.5%
2025,gen_health,GENHLTH,356158,0.3,Good: 34.0%; Very good: 32.3%; Fair: 15.0%; Excellent: 13.8%; Poor: 5.0%
2025,phys_days,PHYSHLTH,356158,2.3,"median 0.0, min 0.0, max 30.0"
2025,ment_days,MENTHLTH,356158,1.8,"median 0.0, min 0.0, max 30.0"
2025,diff_walking,DIFFWALK,356158,4.5,No: 83.3%; Yes: 16.7%
2025,asthma,ASTHMA3,356158,0.4,No: 84.2%; Yes: 15.8%
2025,kidney_disease,CHCKDNY2,356158,0.4,No: 94.6%; Yes: 5.4%
2025,copd,CHCCOPD3,356158,0.5,No: 92.0%; Yes: 8.0%
2025,depression,ADDEPEV3,356158,0.6,No: 78.9%; Yes: 21.1%
2025,arthritis,HAVARTH4,356158,0.6,No: 65.6%; Yes: 34.4%
2025,income,INCOME3,356158,19.9,75k+: 44.9%; 50-75k: 16.2%; 35-50k: 13.3%; 25-35k: 11.1%; 20-25k: 5.4%; 15-20k: 3.6%; 10-15k: 2.8%; <10k: 2.7%
2025,education,EDUCA,356158,0.6,College graduate: 41.8%; Some college: 26.5%; High school: 26.0%; Less than high school: 5.7%
2025,last_checkup,CHECKUP1,356158,1.1,Within 1 year: 82.8%; 1-2 years: 8.3%; 2-5 years: 4.4%; 5+ years: 4.1%; Never: 0.6%
2025,cost_barrier,MEDCOST1,356158,0.3,No: 90.3%; Yes: 9.7%
2025,heart_disease,derived,356158,1.1,No: 91.0%; Yes: 9.0%
